"Date","Mkt_RF","SMB","HML","RMW","CMA","RF","Mkt_RF_3mo","Mkt_RF_12mo","Mkt_RF_36mo","SMB_3mo","SMB_12mo","SMB_36mo","HML_3mo","HML_12mo","HML_36mo","RMW_3mo","RMW_12mo","RMW_36mo","CMA_3mo","CMA_12mo","CMA_36mo"
1971-08-01,3.79,-0.23,2.64,-0.43,2.59,0.47,-0.263333333333337,1.74833333333333,-0.173888888888888,-1.05666666666667,0.847500000000001,-0.300277777777777,0.216666666666666,-0.503333333333333,0.221388888888889,0.576666666666665,0.5025,0.202777777777778,0.770000000000001,-0.1825,0.568888888888889
1971-09-01,-0.86,0.26,-2.9,2.54,-1.58,0.37,-0.520000000000004,1.32833333333333,-0.310277777777777,-0.466666666666665,0.160833333333334,-0.371111111111111,-0.0933333333333339,-0.294166666666666,0.1325,0.896666666666665,0.693333333333333,0.327222222222222,0.800000000000001,0.184166666666666,0.500833333333333
1971-10-01,-4.42,-1.59,-0.51,1.56,-1.39,0.37,-0.496666666666671,1.15,-0.445277777777777,-0.519999999999998,0.391666666666667,-0.403333333333333,-0.256666666666667,-0.354166666666666,0.0400000000000001,1.22333333333333,0.6725,0.408333333333333,-0.126666666666666,-0.119166666666667,0.383333333333333
1971-11-01,-0.46,-2.86,-1.67,2.41,-0.44,0.37,-1.91333333333334,0.726666666666667,-0.608611111111111,-1.39666666666666,0.476666666666667,-0.549166666666666,-1.69333333333333,-0.625,0.0202777777777779,2.17,0.745833333333334,0.463055555555556,-1.13666666666667,-0.271666666666667,0.440833333333333
1971-12-01,8.71,3.24,-0.38,-0.43,-1.68,0.37,1.27666666666666,0.974166666666667,-0.2575,-0.403333333333332,0.505833333333334,-0.557777777777777,-0.853333333333334,-0.743333333333333,0.0086111111111112,1.18,0.686666666666667,0.504166666666667,-1.17,-0.436666666666667,0.340555555555555
1972-01-01,2.47,6.09,2.12,-1.69,0.54,0.29,3.57333333333333,0.777500000000001,-0.154166666666666,2.15666666666667,0.393333333333334,-0.376944444444444,0.0233333333333327,-0.695833333333333,0.021388888888889,0.0966666666666653,0.714166666666667,0.499444444444445,-0.526666666666666,-0.386666666666667,0.319722222222222
1972-02-01,2.87,0.87,-2.83,1.69,-0.5,0.25,4.68333333333333,0.899166666666667,0.0883333333333338,3.4,0.298333333333334,-0.237222222222222,-0.363333333333334,-0.828333333333333,-0.0819444444444443,-0.143333333333335,0.801666666666667,0.491111111111111,-0.546666666666666,-0.361666666666667,0.285
1972-03-01,0.62,-0.47,-1.61,1.58,-0.2,0.27,1.98666666666666,0.607500000000001,0.0313888888888893,2.16333333333333,0.0741666666666674,-0.236111111111111,-0.773333333333334,-0.633333333333333,-0.115,0.526666666666665,0.785,0.572222222222222,-0.0533333333333327,-0.1575,0.291666666666667
1972-04-01,0.29,0.27,0.03,-0.41,-1.06,0.29,1.26,0.369166666666668,-0.00138888888888845,0.223333333333335,0.126666666666667,-0.206944444444444,-1.47,-0.702499999999999,-0.114722222222222,0.953333333333332,0.8725,0.553055555555556,-0.586666666666666,-0.316666666666667,0.266666666666666
1972-05-01,1.29,-3.12,-2.72,2.4,-1.97,0.3,0.733333333333329,0.810000000000001,0.0372222222222227,-1.10666666666667,-0.0399999999999993,-0.288611111111111,-1.43333333333333,-0.818333333333333,-0.2075,1.19,0.948333333333334,0.643888888888889,-1.07666666666667,-0.4975,0.182777777777778
1972-06-01,-2.46,-0.43,-2.46,1.78,-0.35,0.29,-0.293333333333338,0.612500000000001,0.168333333333334,-1.09333333333333,0.0500000000000007,-0.148611111111111,-1.71666666666667,-0.859166666666666,-0.245277777777778,1.25666666666667,0.965,0.574722222222222,-1.12666666666667,-0.3875,0.218333333333333
1972-07-01,-0.8,-2.79,0.6,1.2,-0.71,0.31,-0.656666666666671,0.920000000000001,0.340555555555556,-2.11333333333333,-0.0633333333333326,-0.131944444444444,-1.52666666666667,-0.8075,-0.261388888888889,1.79333333333333,1.01666666666667,0.566111111111111,-1.01,-0.5625,0.1475
1972-08-01,3.27,-3.46,4.56,-2.04,2.9,0.29,0.00333333333332875,0.876666666666667,0.301111111111112,-2.22666666666667,-0.332499999999999,-0.244166666666666,0.899999999999999,-0.6475,-0.0305555555555555,0.313333333333332,0.8825,0.48,0.613333333333334,-0.536666666666667,0.338611111111111
1972-09-01,-1.14,-2.24,0.49,1.65,-1.97,0.34,0.443333333333329,0.853333333333334,0.351944444444445,-2.83,-0.540833333333333,-0.342222222222222,1.88333333333333,-0.365,0.0725000000000001,0.269999999999999,0.808333333333333,0.4325,0.073333333333334,-0.569166666666667,0.301111111111111
1972-10-01,0.52,-2.55,1.22,-0.11,0.03,0.4,0.883333333333329,1.265,0.226111111111112,-2.75,-0.620833333333333,-0.521666666666666,2.09,-0.220833333333333,0.193055555555556,-0.166666666666668,0.669166666666667,0.427222222222222,0.320000000000001,-0.450833333333333,0.359722222222222
1972-11-01,4.59,-0.59,4.88,-1.98,3.34,0.37,1.32333333333333,1.68583333333333,0.459166666666667,-1.79333333333333,-0.431666666666666,-0.470833333333333,2.19666666666667,0.325,0.363333333333333,-0.146666666666668,0.303333333333333,0.333333333333333,0.466666666666667,-0.135833333333333,0.446666666666667
1972-12-01,0.62,-1.89,-2.18,2.58,-2.14,0.37,1.91,1.01166666666667,0.549444444444445,-1.67666666666667,-0.859166666666666,-0.42,1.30666666666667,0.175,0.382777777777778,0.163333333333332,0.554166666666667,0.334166666666667,0.410000000000001,-0.174166666666667,0.440555555555555
1973-01-01,-3.28,-2.82,2.7,0.4,0.9,0.44,0.643333333333329,0.532500000000001,0.683611111111112,-1.76666666666667,-1.60166666666667,-0.583888888888889,1.8,0.223333333333334,0.369722222222222,0.333333333333332,0.728333333333333,0.393888888888889,0.700000000000001,-0.144166666666667,0.355555555555555
1973-02-01,-4.85,-3.94,1.64,-0.29,0.05,0.42,-2.50333333333334,-0.110833333333333,0.406111111111112,-2.88333333333333,-2.0025,-0.621944444444444,0.719999999999999,0.595833333333334,0.312777777777778,0.896666666666665,0.563333333333333,0.452777777777778,-0.396666666666666,-0.0983333333333335,0.277222222222222
1973-03-01,-1.3,-2.29,2.57,-0.96,0.5,0.46,-3.14333333333334,-0.270833333333333,0.399444444444445,-3.01666666666667,-2.15416666666667,-0.618333333333333,2.30333333333333,0.944166666666667,0.270833333333333,-0.283333333333335,0.351666666666667,0.455555555555556,0.483333333333334,-0.0400000000000001,0.168333333333333
1973-04-01,-5.68,-2.92,5.39,-1.55,2.52,0.52,-3.94333333333334,-0.768333333333333,0.546944444444445,-3.05,-2.42,-0.523333333333333,3.2,1.39083333333333,0.25,-0.933333333333335,0.256666666666667,0.43,1.02333333333333,0.258333333333333,0.0744444444444443
1973-05-01,-2.97,-6.12,0.38,1.97,-1.7,0.51,-3.31666666666667,-1.12333333333333,0.656388888888889,-3.77666666666667,-2.67,-0.569444444444444,2.78,1.64916666666667,0.168333333333333,-0.180000000000001,0.220833333333333,0.520555555555556,0.440000000000001,0.280833333333333,-0.0780555555555558
1973-06-01,-1.57,-2.48,1.14,-0.2,0.09,0.51,-3.40666666666667,-1.04916666666667,0.773888888888889,-3.84,-2.84083333333333,-0.58,2.30333333333333,1.94916666666667,0.187777777777778,0.0733333333333318,0.0558333333333333,0.511111111111111,0.303333333333334,0.3175,-0.150833333333334
1973-07-01,5.04,7.19,-5.26,-0.09,-3.23,0.64,0.166666666666661,-0.562499999999999,0.721666666666667,-0.469999999999998,-2.00916666666667,-0.361944444444444,-1.24666666666667,1.46083333333333,0.0158333333333334,0.559999999999998,-0.0516666666666667,0.516944444444445,-1.61333333333333,0.1075,-0.288333333333333
1973-08-01,-3.82,-1.78,1.03,-1.32,1.24,0.7,-0.116666666666672,-1.15333333333333,0.490555555555556,0.976666666666668,-1.86916666666667,-0.451388888888889,-1.03,1.16666666666667,0.00527777777777786,-0.536666666666668,0.00833333333333328,0.464444444444444,-0.633333333333333,-0.0308333333333335,-0.25
1973-09-01,4.74,3.58,2.22,-2.22,1.73,0.68,1.98666666666666,-0.663333333333332,0.506111111111112,2.99666666666667,-1.38416666666667,-0.588055555555555,-0.67,1.31083333333333,0.217222222222222,-1.21,-0.314166666666667,0.395833333333333,-0.0866666666666661,0.2775,-0.0358333333333335
1973-10-01,-0.83,-0.27,1.66,-1.99,2.73,0.65,0.0299999999999949,-0.775833333333332,0.54638888888889,0.510000000000002,-1.19416666666667,-0.474444444444444,1.63666666666667,1.3475,0.2575,-1.84333333333333,-0.470833333333333,0.290277777777778,1.9,0.5025,-0.0225000000000002
1973-11-01,-12.79,-7.27,4.09,-2.77,1.66,0.56,-2.96,-2.22416666666667,0.0627777777777783,-1.32,-1.75083333333333,-0.568611111111111,2.65666666666667,1.28166666666667,0.327222222222222,-2.32666666666667,-0.536666666666667,0.170833333333333,2.04,0.3625,-0.0150000000000002
1973-12-01,0.59,-4.72,4.01,-2.89,2.44,0.64,-4.34333333333334,-2.22666666666667,-0.0802777777777773,-4.08666666666667,-1.98666666666667,-0.78,3.25333333333333,1.7975,0.409722222222222,-2.55,-0.9925,0.0827777777777779,2.27666666666667,0.744166666666667,0.0444444444444443
1974-01-01,-0.16,10.39,5.95,-2.92,4.49,0.63,-4.12,-1.96666666666667,-0.218888888888888,-0.533333333333331,-0.885833333333332,-0.698055555555555,4.68333333333333,2.06833333333333,0.531944444444445,-2.86,-1.26916666666667,0.0577777777777779,2.86333333333333,1.04333333333333,0.170833333333333
1974-02-01,-0.46,0.12,2.47,-1.85,2.67,0.58,-0.0100000000000051,-1.60083333333333,-0.270833333333333,1.93,-0.547499999999999,-0.750555555555555,4.14333333333333,2.1375,0.635,-2.55333333333334,-1.39916666666667,-0.0113888888888888,3.2,1.26166666666667,0.267222222222222
1974-03-01,-2.82,2.62,-0.14,2.9,0.44,0.56,-1.14666666666667,-1.7275,-0.46361111111111,4.37666666666667,-0.138333333333332,-0.739444444444444,2.76,1.91166666666667,0.740833333333333,-0.623333333333335,-1.0775,0.0197222222222223,2.53333333333333,1.25666666666667,0.353055555555555
1974-04-01,-5.28,-0.66,0.92,2.71,2.14,0.75,-2.85333333333334,-1.69416666666667,-0.697777777777777,0.693333333333335,0.0500000000000009,-0.747777777777778,1.08333333333333,1.53916666666667,0.7425,1.25333333333333,-0.7225,0.135555555555556,1.75,1.225,0.388888888888889
1974-05-01,-4.7,-3.06,-2.08,5.01,-0.33,0.75,-4.26666666666667,-1.83833333333333,-0.717222222222222,-0.366666666666665,0.305000000000001,-0.801666666666666,-0.433333333333333,1.33416666666667,0.721666666666667,3.54,-0.469166666666667,0.233333333333333,0.75,1.33916666666667,0.374166666666666
1974-06-01,-2.84,-0.05,0.83,0.5,2.98,0.6,-4.27333333333334,-1.94416666666667,-0.79361111111111,-1.25666666666666,0.507500000000001,-0.761111111111111,-0.11,1.30833333333333,0.799444444444445,2.74,-0.410833333333333,0.203333333333333,1.59666666666667,1.58,0.503333333333333
1974-07-01,-8.06,1.84,5.16,-3.2,4.5,0.7,-5.20000000000001,-3.03583333333333,-0.892777777777777,-0.423333333333332,0.0616666666666676,-0.670277777777778,1.30333333333333,2.17666666666667,0.943333333333334,0.769999999999998,-0.67,0.0983333333333334,2.38333333333333,2.22416666666667,0.589722222222222
1974-08-01,-9.39,0.28,2.61,-0.29,2.59,0.6,-6.76333333333334,-3.5,-1.25888888888889,0.690000000000002,0.233333333333334,-0.656111111111111,2.86666666666667,2.30833333333333,0.9425,-0.996666666666669,-0.584166666666667,0.102222222222222,3.35666666666667,2.33666666666667,0.589722222222222
1974-09-01,-11.78,1.47,5.43,-4.33,5.82,0.81,-9.74333333333334,-4.87666666666667,-1.56222222222222,1.19666666666667,0.0575000000000009,-0.6225,4.4,2.57583333333333,1.17388888888889,-2.60666666666667,-0.76,-0.0886111111111111,4.30333333333333,2.6775,0.795277777777778
1974-10-01,16.1,-6.78,-9.91,-0.29,-2.91,0.51,-1.69,-3.46583333333333,-0.992222222222222,-1.67666666666667,-0.484999999999999,-0.766666666666666,-0.623333333333334,1.61166666666667,0.912777777777778,-1.63666666666667,-0.618333333333333,-0.14,1.83333333333333,2.2075,0.753055555555555
1974-11-01,-4.53,-1.41,-0.25,-3.42,2.9,0.54,-0.0700000000000047,-2.7775,-1.10527777777778,-2.24,0.00333333333333415,-0.726388888888889,-1.57666666666667,1.25,0.952222222222222,-2.68,-0.6725,-0.301944444444444,1.93666666666667,2.31083333333333,0.845833333333333
1974-12-01,-3.45,-4.27,0.12,-0.76,3.38,0.7,2.70666666666666,-3.11416666666667,-1.44305555555555,-4.15333333333333,0.0408333333333342,-0.935,-3.34666666666667,0.925833333333334,0.966111111111111,-1.49,-0.495,-0.311111111111111,1.12333333333333,2.38916666666667,0.986388888888889
1975-01-01,13.67,12.88,8.26,-0.54,-1.05,0.58,1.89666666666666,-1.96166666666667,-1.13194444444444,2.4,0.248333333333334,-0.746388888888889,2.71,1.11833333333333,1.13666666666667,-1.57333333333334,-0.296666666666667,-0.279166666666667,1.74333333333333,1.9275,0.942222222222222
1975-02-01,5.56,-0.69,-4.47,1.17,-2.11,0.43,5.25999999999999,-1.46,-1.05722222222222,2.64,0.180833333333334,-0.789722222222222,1.30333333333333,0.54,1.09111111111111,-0.0433333333333354,-0.0449999999999999,-0.293611111111111,0.0733333333333341,1.52916666666667,0.8975
1975-03-01,2.66,3.97,2.42,1.25,-1.34,0.41,7.29666666666666,-1.00333333333333,-1.00055555555555,5.38666666666667,0.293333333333334,-0.666388888888889,2.07,0.753333333333334,1.20305555555556,0.626666666666665,-0.1825,-0.302777777777778,-1.5,1.38083333333333,0.865833333333333
1975-04-01,4.22,-0.69,-1.13,1.39,-1.37,0.44,4.14666666666666,-0.211666666666667,-0.891388888888888,0.863333333333336,0.290833333333334,-0.693055555555555,-1.06,0.582500000000001,1.17083333333333,1.27,-0.2925,-0.252777777777778,-1.60666666666667,1.08833333333333,0.857222222222222
1975-05-01,5.2,2.98,-4.05,-1.13,-0.56,0.44,4.02666666666666,0.613333333333333,-0.782777777777777,2.08666666666667,0.794166666666667,-0.523611111111111,-0.919999999999999,0.418333333333334,1.13388888888889,0.503333333333331,-0.804166666666667,-0.350833333333333,-1.09,1.06916666666667,0.896388888888889
1975-06-01,4.87,1.33,1.35,-2.7,1.07,0.41,4.76333333333333,1.25583333333333,-0.579166666666666,1.20666666666667,0.909166666666668,-0.474722222222222,-1.27666666666667,0.461666666666667,1.23972222222222,-0.813333333333336,-1.07083333333333,-0.475277777777778,-0.286666666666666,0.91,0.935833333333333
1975-07-01,-6.6,3.4,1.76,0.45,1.24,0.48,1.15666666666666,1.3775,-0.740277777777777,2.57,1.03916666666667,-0.302777777777777,-0.313333333333333,0.178333333333334,1.27194444444444,-1.12666666666667,-0.766666666666666,-0.496111111111111,0.583333333333334,0.638333333333333,0.99
1975-08-01,-2.84,-2.77,-0.91,1.09,-0.99,0.48,-1.52333333333334,1.92333333333333,-0.909999999999999,0.653333333333335,0.785000000000001,-0.283611111111111,0.733333333333334,-0.114999999999999,1.12,-0.386666666666669,-0.651666666666667,-0.409166666666667,0.440000000000001,0.34,0.881944444444444
1975-09-01,-4.26,-0.02,0.33,0.58,0.57,0.53,-4.56666666666667,2.55,-0.996666666666666,0.203333333333335,0.660833333333334,-0.221944444444444,0.393333333333334,-0.54,1.11555555555556,0.706666666666664,-0.2425,-0.438888888888889,0.273333333333334,-0.0975,0.9525
1975-10-01,5.32,-4.25,0.35,-0.52,2.28,0.56,-0.593333333333338,1.65166666666667,-0.863333333333333,-2.34666666666666,0.871666666666668,-0.269166666666666,-0.0766666666666662,0.315000000000001,1.09138888888889,0.383333333333331,-0.261666666666666,-0.450277777777778,0.620000000000001,0.335,1.015
1975-11-01,2.65,-1.1,2.03,-0.66,1.74,0.41,1.23666666666666,2.25,-0.917222222222221,-1.79,0.897500000000001,-0.283333333333333,0.903333333333334,0.505,1.01222222222222,-0.200000000000002,-0.0316666666666665,-0.413611111111111,1.53,0.238333333333333,0.970555555555556
1975-12-01,-1.6,-0.16,1.7,-0.11,0.77,0.48,2.12333333333333,2.40416666666667,-0.978888888888888,-1.83666666666666,1.24,-0.235277777777777,1.36,0.636666666666667,1.12,-0.430000000000002,0.0225000000000002,-0.488333333333333,1.59666666666667,0.0208333333333333,1.05138888888889
1976-01-01,12.16,6.39,8.63,-1.75,2.33,0.47,4.40333333333333,2.27833333333333,-0.549999999999999,1.71,0.699166666666668,0.0205555555555559,4.12,0.6675,1.28472222222222,-0.840000000000002,-0.0783333333333331,-0.548055555555556,1.61333333333333,0.3025,1.09111111111111
1976-02-01,0.32,7.91,5.71,-2.55,3.7,0.34,3.62666666666666,1.84166666666667,-0.406388888888888,4.71333333333334,1.41583333333333,0.349722222222223,5.34666666666667,1.51583333333333,1.39777777777778,-1.47,-0.388333333333333,-0.610833333333333,2.26666666666667,0.786666666666667,1.1925
1976-03-01,2.32,-1.38,-0.11,-0.38,0.99,0.4,4.93333333333333,1.81333333333333,-0.305833333333333,4.30666666666667,0.970000000000001,0.375,4.74333333333333,1.305,1.32333333333333,-1.56,-0.524166666666666,-0.594722222222222,2.34,0.980833333333333,1.20611111111111
1976-04-01,-1.48,0.1,-0.16,0.45,-1.05,0.42,0.386666666666662,1.33833333333333,-0.189166666666666,2.21,1.03583333333333,0.458888888888889,1.81333333333333,1.38583333333333,1.16916666666667,-0.826666666666669,-0.6025,-0.539166666666667,1.21333333333333,1.0075,1.10694444444444
1976-05-01,-1.35,-1.09,-1.29,2.43,-1.39,0.37,-0.170000000000005,0.7925,-0.144166666666666,-0.789999999999998,0.696666666666667,0.598611111111112,-0.52,1.61583333333333,1.12277777777778,0.833333333333331,-0.305833333333333,-0.526388888888889,-0.483333333333332,0.938333333333333,1.11555555555556
1976-06-01,4.05,-1.07,0.73,-0.67,1.02,0.43,0.406666666666662,0.724166666666667,0.0119444444444451,-0.686666666666664,0.496666666666667,0.637777777777778,-0.24,1.56416666666667,1.11138888888889,0.736666666666665,-0.136666666666666,-0.539444444444445,-0.473333333333332,0.934166666666667,1.14138888888889
1976-07-01,-1.06,0.61,1.74,-1.03,0.3,0.47,0.546666666666662,1.18583333333333,-0.157499999999999,-0.516666666666664,0.264166666666667,0.455,0.393333333333334,1.5625,1.30583333333333,0.243333333333331,-0.26,-0.565555555555556,-0.0233333333333322,0.855833333333333,1.23944444444444
1976-08-01,-0.57,-2.02,0.79,-0.4,-0.57,0.42,0.806666666666662,1.375,-0.0672222222222216,-0.826666666666664,0.326666666666667,0.448333333333334,1.08666666666667,1.70416666666667,1.29916666666667,-0.700000000000002,-0.384166666666666,-0.54,0.250000000000001,0.890833333333333,1.18916666666667
1976-09-01,2.04,0.2,-0.31,0.98,-1.14,0.44,0.136666666666662,1.9,-0.142222222222222,-0.403333333333331,0.345000000000001,0.354444444444445,0.74,1.65083333333333,1.22888888888889,-0.150000000000002,-0.350833333333333,-0.451111111111111,-0.469999999999999,0.748333333333333,1.10944444444444
1976-10-01,-2.42,0.05,-0.17,-0.19,-0.37,0.41,-0.316666666666671,1.255,-0.186388888888888,-0.589999999999998,0.703333333333334,0.363333333333334,0.103333333333334,1.6075,1.17805555555556,0.129999999999998,-0.323333333333333,-0.401111111111111,-0.693333333333332,0.5275,1.02333333333333
1976-11-01,0.37,2.7,1.53,-1.31,0.07,0.4,-0.003333333333338,1.065,0.179166666666667,0.983333333333336,1.02,0.640277777777778,0.35,1.56583333333333,1.10694444444445,-0.173333333333335,-0.3775,-0.360555555555556,-0.479999999999999,0.388333333333333,0.979166666666667
1976-12-01,5.65,3.6,2.23,-0.72,2.41,0.4,1.2,1.66916666666667,0.319722222222223,2.11666666666667,1.33333333333333,0.871388888888889,1.19666666666667,1.61,1.0575,-0.740000000000002,-0.428333333333333,-0.300277777777778,0.703333333333334,0.525,0.978333333333333
1977-01-01,-4.04,5.91,4.32,-0.54,1.93,0.36,0.659999999999995,0.319166666666667,0.211944444444445,4.07,1.29333333333333,0.746944444444445,2.69333333333333,1.25083333333333,1.01222222222222,-0.856666666666669,-0.3275,-0.234166666666667,1.47,0.491666666666667,0.907222222222222
1977-02-01,-1.94,1.05,0.45,-0.21,-0.19,0.35,-0.110000000000005,0.130833333333334,0.170833333333334,3.52,0.721666666666668,0.772777777777778,2.33333333333333,0.8125,0.956111111111112,-0.490000000000002,-0.1325,-0.188611111111111,1.38333333333333,0.1675,0.827777777777778
1977-03-01,-1.35,1.29,1.09,-0.32,-0.11,0.38,-2.44333333333334,-0.175,0.211666666666667,2.75,0.944166666666668,0.735833333333334,1.95333333333333,0.9125,0.990277777777778,-0.356666666666669,-0.1275,-0.278055555555556,0.543333333333334,0.0758333333333333,0.8125
1977-04-01,0.15,0.6,3.38,-1.98,1.04,0.38,-1.04666666666667,-0.0391666666666662,0.362500000000001,0.980000000000002,0.985833333333334,0.770833333333334,1.64,1.2075,1.05861111111111,-0.836666666666669,-0.33,-0.408333333333333,0.246666666666668,0.25,0.781944444444444
1977-05-01,-1.47,1.37,0.81,0.43,0.22,0.37,-0.890000000000005,-0.0491666666666662,0.452222222222223,1.08666666666667,1.19083333333333,0.89388888888889,1.76,1.3825,1.13888888888889,-0.623333333333335,-0.496666666666666,-0.535555555555555,0.383333333333334,0.384166666666667,0.797222222222222
1977-06-01,4.72,2.1,-0.62,0.91,-1.27,0.4,1.13333333333333,0.00666666666666714,0.662222222222223,1.35666666666667,1.455,0.953611111111112,1.19,1.27,1.09861111111111,-0.213333333333335,-0.365,-0.524166666666667,-0.0033333333333323,0.193333333333333,0.679166666666667
1977-07-01,-1.69,1.81,-0.6,0.75,0.12,0.42,0.519999999999995,-0.0458333333333329,0.839166666666667,1.76,1.555,0.952777777777778,-0.136666666666666,1.075,0.938611111111112,0.696666666666665,-0.216666666666666,-0.414444444444444,-0.309999999999999,0.178333333333333,0.5575
1977-08-01,-1.76,0.93,-2.77,1.04,-0.67,0.44,0.423333333333329,-0.145,1.05111111111111,1.61333333333334,1.80083333333333,0.970833333333334,-1.33,0.778333333333334,0.789166666666667,0.899999999999998,-0.0966666666666664,-0.3775,-0.606666666666666,0.17,0.466944444444444
1977-09-01,-0.27,1.62,-0.26,0.92,-0.65,0.43,-1.24,-0.3375,1.37083333333333,1.45333333333334,1.91916666666667,0.975,-1.21,0.782500000000001,0.631111111111112,0.903333333333331,-0.101666666666666,-0.231666666666667,-0.399999999999999,0.210833333333333,0.287222222222222
1977-10-01,-4.39,1.41,1.62,-0.09,-0.46,0.49,-2.14,-0.501666666666666,0.801666666666667,1.32,2.0325,1.2025,-0.469999999999999,0.931666666666667,0.95138888888889,0.623333333333331,-0.0933333333333331,-0.226111111111111,-0.593333333333332,0.203333333333333,0.355277777777778
1977-11-01,4.02,3.6,0.23,-0.06,0.68,0.5,-0.213333333333338,-0.1975,1.03916666666667,2.21,2.1075,1.34166666666667,0.530000000000001,0.823333333333334,0.964722222222223,0.256666666666665,0.0108333333333336,-0.132777777777778,-0.143333333333332,0.254166666666667,0.293611111111111
1977-12-01,0.27,1.61,-0.29,0.93,-0.66,0.49,-0.0333333333333382,-0.645833333333333,1.1425,2.20666666666667,1.94166666666667,1.505,0.520000000000001,0.613333333333334,0.953333333333334,0.259999999999998,0.148333333333334,-0.0858333333333333,-0.146666666666666,-0.00166666666666678,0.181388888888889
